price,area,bedrooms,bathrooms,washingmachine,dtcenter,dtrec,dthospital,hotwater,ac,furnish,parking,security
4605263,43,1,2,1,0.41,0.08,0.34,1,1,1,1,2
2210526,21,1,1,0,1.02,0.27,0.85,1,1,0,1,2
2247368,22,1,2,1,0.88,0.24,0.28,1,1,0,1,2
4678947,46,1,2,1,0.39,0.1,0.27,1,1,2,1,2
2026316,20,1,2,0,1.99,0.27,0.43,1,1,1,1,1
4550000,46,1,1,1,0.54,0.2,0.34,1,1,2,1,2
1657895,17,1,1,1,1.76,0.4,0.71,1,1,0,1,2
2210526,23,1,2,1,0.97,0.3,0.4,1,1,1,1,2
2608421,28,1,1,0,1.35,0.13,0.43,1,1,1,1,1
2026316,22,1,1,1,1.6,0.07,0.37,1,1,1,1,1
2394737,26,1,2,1,1.21,0.22,0.14,1,1,2,1,2
3923684,43,1,2,1,0.39,0.1,0.39,1,1,0,1,1
1805263,20,1,1,1,1.57,0.17,0.53,1,1,0,1,2
3426316,38,1,2,1,0.68,0.18,0.15,1,1,1,1,2
2873684,32,1,1,1,0.97,0.17,0.39,1,1,2,1,1
2689474,30,1,1,0,1.59,0.23,0.19,1,1,2,1,1
2689474,30,1,1,0,1.29,0.2,0.31,1,1,0,1,1
3573684,40,1,1,1,0.48,0.16,0.42,1,1,1,1,1
5157895,58,1,2,1,0.53,0.13,0.22,1,1,0,1,2
2910526,33,1,1,1,0.94,0.1,0.21,1,1,1,1,2
1842105,21,1,2,1,1.32,0.42,0.44,1,1,0,1,2
3500000,40,1,1,1,0.7,0.13,0.32,1,1,2,1,1
3481579,40,1,2,1,0.44,0.13,0.24,1,1,1,1,1
1823684,21,1,1,0,1.43,0.39,0.8,1,1,2,1,2
1805263,21,1,1,1,2.21,0.19,0.61,1,1,2,1,2
2578947,30,1,2,1,0.95,0.05,0.39,1,1,1,1,2
2578947,30,1,1,0,1.05,0.15,0.38,1,1,1,1,2
2744737,32,1,1,0,0.95,0.23,0.17,1,1,1,1,1
3407895,40,1,1,1,0.54,0.14,0.3,1,1,1,1,2
2431579,29,1,1,1,0.97,0.23,0.7,1,1,1,1,1
1753684,21,1,1,0,2.06,0.31,1.23,1,1,2,1,2
1915789,23,1,1,0,2.02,0.1,0.72,1,1,1,1,1
1731579,21,1,2,1,1.68,0.09,0.64,1,1,2,0,2
3315789,41,1,2,1,0.44,0.17,0.19,1,1,1,1,2
2317368,29,1,2,0,1.04,0.17,0.36,1,1,1,1,2
2707895,34,1,1,0,0.79,0.13,0.22,1,1,1,1,1
