price,area,bedrooms,bathrooms,washingmachine,dtcenter,dtrec,dthospital,hotwater,ac,furnish,parking,security
6447368,100,1,2,1,1.2389197,0.307354412,0.578929485,1,1,1,1,1
5710526,75,1,2,1,1.235416325,0.131664434,0.385725956,1,1,1,1,2
5157895,58,1,2,1,1.135015816,0.371313906,0.775536134,1,1,0,1,2
5157895,132,1,1,1,1.21505456,0.499058077,0.233979209,1,1,2,1,0
4863158,78,1,1,1,0.508271267,0.503128534,1.064498457,1,1,1,1,1
4715789,85,1,1,1,0.950042342,0.162517785,0.666758971,1,1,2,1,1
4678947,46,1,2,1,1.272248798,0.27377691,0.883034494,1,1,2,1,2
4660526,64,1,2,1,0.703432529,0.388489631,0.177323247,1,1,1,1,2
4605263,43,1,2,1,1.36001384,0.21077216,0.886335796,1,1,1,1,2
4568421,72,1,2,1,0.655518925,0.572643134,0.297440247,1,1,0,1,2
4550000,46,1,1,1,1.41259137,0.598708025,1.029315657,1,1,2,1,2
4550000,81,1,1,1,1.489859905,0.375422972,0.311543147,1,1,2,1,1
4513158,88,1,1,1,0.564256363,0.217404328,0.970776702,1,1,2,1,1
4454211,60,1,2,1,0.506414908,0.492271462,0.196376887,1,1,1,1,2
4421053,70,1,1,1,1.438270419,0.127327144,0.428335123,1,1,1,1,2
4421053,75,1,1,1,0.793020703,0.593048342,1.103775948,1,1,0,1,1
4421053,89,1,1,1,0.956825848,0.162089972,0.340944105,1,1,1,1,1
4310526,60,1,2,1,1.223814103,0.126731013,0.660867213,1,1,0,1,1
4253126,70,1,1,1,1.068176698,0.471210356,0.673183792,1,1,2,1,1
4233158,75,1,1,1,1.170093336,0.201937446,0.166506928,1,1,2,1,2
4190789,60,1,2,1,0.943096396,0.606524088,0.364912226,1,1,0,1,2
4144737,66,1,1,1,1.4053775,0.592950998,0.626831812,1,1,2,1,2
4126316,64,1,1,1,0.660510502,0.433526544,0.236101569,1,1,2,1,1
4052632,65,1,1,1,1.884086468,0.337769239,0.4490026,1,1,0,1,2
3978947,60,1,2,1,0.843570059,0.230891481,1.015678621,1,1,1,1,1
3960526,60,1,2,1,1.600279412,0.367398248,0.747005993,1,1,2,1,2
3942105,66,1,1,1,1.738035268,0.556035623,0.260060576,1,1,2,1,2
3923684,43,1,2,1,1.04732544,0.320315074,0.955245774,1,1,0,1,1
3905263,63,1,1,1,0.996248581,0.519148604,0.580899055,1,1,0,1,2
3905263,74,1,1,1,0.60760566,0.258132468,0.864128084,1,1,1,1,2
3905263,74,1,1,1,0.760749917,0.183171797,1.015921277,1,1,0,1,1
3868421,52,1,1,1,0.530335627,0.348915657,0.15877491,1,1,1,1,1
3868421,60,1,1,1,0.996635907,0.153280097,0.634428924,1,1,1,1,2
3868421,60,1,1,1,1.163937992,0.310072331,0.757259299,1,1,0,1,2
3794737,60,1,2,1,0.93307443,0.471354108,1.006738343,1,1,2,1,1
3757895,60,1,1,1,1.778894611,0.534360556,0.344967383,1,1,1,1,1
3721053,89,1,1,1,1.37204042,0.420334166,0.962973722,1,1,1,1,0
3684211,112,1,0,1,1.302266603,0.197173059,1.285530523,0,0,2,1,0
3647368,89,1,1,1,1.517443713,0.347792599,1.336376761,1,1,2,1,1
3647368,132,1,0,1,1.222659184,0.250450884,0.950213941,0,1,2,1,1
3628947,77,1,1,1,1.058683941,0.322235236,0.606911166,1,1,0,1,1
3610526,60,1,1,1,1.135107906,0.529919164,0.577218622,1,1,2,1,1
3573684,40,1,1,1,1.296392929,0.513040182,1.08469171,1,1,1,1,1
3536842,50,1,1,1,1.196584226,0.410228811,1.320892988,1,1,0,1,1
3518421,66,1,1,1,1.217564432,0.436752586,1.285139931,1,1,2,1,2
7000000,74,2,2,1,1.182916472,0.141441322,0.838565587,1,1,2,2,2
3500000,40,1,1,1,1.857789269,0.385416716,1.12619352,1,1,2,1,1
3500000,57,1,1,1,1.911057806,0.185126896,0.911060481,1,1,2,1,1
3500000,60,1,1,1,1.09648912,0.163172508,0.275550457,1,1,2,1,2
3500000,64,1,1,1,1.023025519,0.605147317,0.889707341,1,1,2,1,1
3500000,65,1,1,1,2.343406851,0.522446382,1.373630326,1,1,2,1,1
3488947,60,1,1,1,1.918395522,0.232484762,0.355508214,1,1,1,1,1
3481579,40,1,2,1,1.6201479,0.375272743,0.581531079,1,1,1,1,1
3481579,105,1,1,1,1.157276877,0.252390676,0.768600425,0,1,2,1,1
3463158,60,1,1,1,2.267381445,0.337340729,0.454944082,1,1,1,1,1
3426316,38,1,2,1,1.993626872,0.515705583,0.42572438,1,1,1,1,2
3426316,67,1,1,1,1.985077252,0.531141268,0.807219664,1,1,0,1,2
3426316,83,1,1,1,1.664896636,0.335949461,1.016523799,1,1,2,1,0
3407895,40,1,1,1,1.262709035,0.378766492,0.825378725,1,1,1,1,2
3407895,74,1,1,1,1.77497598,0.27003389,0.613993864,1,1,0,1,1
3389474,50,1,1,1,2.122561005,0.450986879,1.211179956,1,1,1,1,2
3378421,68,1,1,1,1.195277306,0.317246273,0.694335801,1,1,2,1,1
3371053,48,1,1,1,2.003422198,0.249976127,1.037449179,1,1,2,1,2
3315789,41,1,2,1,1.445879899,0.553320292,0.64893892,1,1,1,1,2
3315789,64,1,1,1,2.017228708,0.428841159,0.753016696,1,1,1,1,2
3315789,72,1,1,1,2.125445152,0.128580013,0.797967773,1,1,1,1,1
3315789,90,1,1,1,1.781964398,0.426304027,0.358638659,1,1,2,1,1
3312105,66,1,1,1,2.29842846,0.531534758,0.906263109,1,1,0,1,2
3278947,55,1,1,1,2.112726526,0.465182836,0.350878777,1,1,0,1,1
3278947,66,1,1,1,1.931973294,0.571290281,1.234273731,1,1,0,1,1
3260526,55,1,1,1,1.488811237,0.39920835,1.100614555,1,1,1,1,1
3260526,55,1,1,1,2.250428632,0.229364947,0.607936724,1,1,2,1,1
3260526,64,1,1,1,1.793968473,0.199146205,0.826737953,1,1,2,1,2
3242105,45,1,1,1,1.679397596,0.464027502,1.003440429,1,1,0,1,1
6447368,90,2,2,1,0.830883328,0.532626422,0.494043368,1,1,2,2,2
3223684,64,1,1,1,1.228189912,0.505182397,1.281552945,1,1,0,1,2
6428947,75,2,1,1,0.925331005,0.471084384,0.580807842,1,1,2,2,2
3205263,66,1,1,1,1.235869621,0.310470562,1.062162415,1,1,1,1,1
3205263,84,1,1,1,2.489681783,0.528177555,0.412481091,1,1,0,1,1
3201579,96,1,0,1,1.29267125,0.121723229,0.763930631,1,0,2,1,0
3168421,68,1,1,1,1.44392265,0.252745409,0.644877103,1,1,2,1,0
3168421,69,1,1,0,1.71119211,0.548803495,0.746004043,1,1,0,1,1
3168421,80,1,1,0,2.164021864,0.554319697,1.132247212,1,0,1,1,0
3131579,64,1,1,0,1.608092589,0.400240123,0.360387855,1,1,2,1,1
3131579,65,1,1,1,2.031133739,0.421138244,0.685030144,1,1,2,1,2
3131579,65,1,1,0,1.015466523,0.171636841,0.638085546,1,1,2,1,2
3131579,70,1,1,1,2.409590946,0.696034368,0.443794886,1,1,1,1,0
3131579,72,1,1,1,1.060283378,0.496992351,0.52325661,1,1,1,1,0
3127895,156,1,1,0,2.278813767,0.790113684,0.821928272,1,1,1,1,0
3094737,65,1,1,1,1.868733513,0.367500492,1.128752574,1,1,0,1,2
3094737,72,1,1,0,2.479684252,0.3795789,0.952103997,1,1,0,1,1
3091053,55,1,1,0,1.055675626,0.653762317,0.855782473,1,1,2,1,1
3091053,115,1,0,1,1.304827673,0.202817126,1.341356096,1,1,1,1,1
3087368,48,1,2,0,1.790768108,0.398849176,0.575581407,1,1,0,1,1
3057895,48,1,2,0,1.845084872,0.439806173,0.402050566,1,1,0,1,1
3057895,52,1,1,0,1.62675449,0.209932888,0.763012552,1,1,1,1,2
3054211,70,1,1,0,1.716470764,0.393197824,0.363157267,1,1,1,1,0
3039474,60,1,1,1,1.850071817,0.603942652,0.489203515,1,1,0,1,2
3021053,50,1,1,0,1.135189384,0.590099335,0.50954402,1,1,1,1,2
3021053,58,1,1,1,3.249531255,0.426983078,0.284425674,1,1,0,1,2
3021053,64,1,1,0,2.801819937,0.226776928,1.161023935,1,1,2,1,1
6005263,74,2,2,1,1.225580487,0.463746032,0.496487726,1,1,2,2,1
2947368,50,1,1,0,2.551787997,0.466852486,1.003817679,1,1,2,1,1
2947368,51,1,1,1,2.932033437,0.448390651,1.360392247,1,1,0,1,2
2947368,55,1,1,0,2.574090178,0.191229068,0.720080156,1,1,1,1,2
2947368,64,1,1,0,2.989086773,0.670771176,0.907993676,1,1,1,1,0
2947368,105,1,0,1,2.954223708,0.189581866,1.32302743,0,0,1,1,0
2910526,33,1,1,1,3.487908091,0.237959059,0.58959683,1,1,1,1,2
2910526,37,1,2,0,3.08217202,0.194068415,1.542194928,1,1,1,1,2
2910526,61,1,1,0,2.593419662,0.281035277,1.230232876,1,1,2,1,1
2906842,69,1,1,1,2.623994629,0.390286704,1.261700909,1,1,1,1,1
2892105,80,1,1,1,3.253808462,0.718702829,1.241953614,1,0,1,1,1
2873684,32,1,1,1,3.282115745,0.41249959,1.221658527,1,1,2,1,1
2873684,61,1,1,1,2.735608751,0.800734269,1.096785263,1,1,1,1,2
2855263,68,1,1,0,2.899748967,0.826546011,0.707794244,1,1,1,1,0
2836842,67,1,1,1,2.640488179,0.415046911,1.086544184,1,1,2,1,1
2833158,65,1,1,0,2.829829292,0.793554061,1.677111853,1,1,0,1,0
2800000,78,1,1,0,2.516082972,0.201731609,1.129710424,1,0,0,1,1
2781579,46,1,1,0,3.10730731,0.80131174,1.630045575,1,1,1,1,2
2763158,38,1,1,1,3.084722054,0.807434052,1.018258287,1,1,0,1,2
2763158,55,1,1,1,3.150868587,0.264945725,1.1879509,1,1,1,1,1
2763158,84,1,0,1,2.990554994,0.410767517,1.286323671,1,0,0,1,1
2763158,85,1,0,1,2.510071011,0.714234958,0.655300501,0,0,2,1,1
2763158,103,1,0,1,2.516341509,0.176023117,1.789709344,1,0,1,1,0
2759474,61,1,1,1,2.513214644,0.293586254,0.520759838,1,1,1,1,1
2752105,71,1,1,0,3.046614695,0.545185387,0.599617067,1,0,1,1,0
2744737,32,1,1,0,2.875976887,0.658232794,0.459939691,1,1,1,1,1
